TopographyDrainage,RiverManagement,Deforestation,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,WetlandLoss,InadequatePlanning,PoliticalFactors,rainfall_today,rainfall_last_3_days,rainfall_last_7_days,flood_reports_24h,waste_reports_24h,population_density,elevation,river_distance,drainage_score,climate_stress_index,drainage_risk_index,development_pressure,ecological_pressure,preparedness_gap,infrastructure_decay,agriculture_pressure,coastal_exposure,target
8,7,2,5,3,6,7,7,6,5,5,9,6,5,4,4,7,11,4,6,4,8,7,5,12,25,24,18,12,16,13,6,53.5
7,2,6,2,6,5,6,6,8,2,3,3,8,1,3,2,8,10,2,6,2,7,2,1,12,12,12,19,7,12,11,8,42.5
4,11,6,5,3,2,5,5,5,5,7,4,4,4,4,4,7,11,4,2,3,4,11,11,12,31,6,22,9,11,7,5,48.5
4,3,7,5,6,3,5,4,4,5,8,4,3,4,6,6,9,15,6,5,5,4,3,6,18,18,25,23,8,16,8,4,48.0
7,4,4,1,6,6,5,3,6,6,4,4,4,5,5,3,9,12,3,2,3,7,4,6,18,18,6,18,8,15,11,6,45.0
4,3,7,2,8,4,3,3,2,2,6,7,0,3,5,4,10,14,4,7,4,4,3,4,24,13,28,15,6,20,7,2,42.0
3,5,5,5,3,5,6,8,8,4,8,2,6,6,6,4,11,15,4,6,6,3,5,5,28,18,36,23,14,11,11,8,54.0
5,3,4,5,2,5,7,5,4,1,6,3,8,6,5,2,6,8,2,4,7,5,3,7,8,20,28,19,11,10,12,4,46.5
1,5,5,3,7,6,3,2,4,6,6,2,7,3,6,3,10,13,3,17,5,1,5,8,21,17,85,24,5,15,9,4,53.0
3,6,3,5,7,9,5,2,4,2,4,0,4,4,8,4,12,16,4,6,5,3,6,5,32,19,30,13,6,15,14,4,47.0
8,6,6,6,5,7,1,5,5,4,8,3,5,7,2,3,4,7,3,7,6,8,6,5,3,25,42,23,12,10,8,5,50.0
1,3,1,4,7,3,3,5,8,4,7,4,5,4,7,3,12,15,3,9,2,1,3,6,27,14,18,17,9,18,6,8,47.5
7,3,4,3,7,2,4,5,5,6,4,7,7,4,6,8,13,21,8,3,5,7,3,8,40,21,15,21,9,20,6,5,51.5
5,9,4,3,2,3,4,5,7,4,4,6,4,5,1,6,8,14,6,4,2,5,9,6,12,23,8,16,10,9,7,7,43.0
7,6,8,4,5,5,10,5,2,4,5,8,7,5,5,11,13,24,11,6,6,7,6,3,22,20,36,24,10,18,15,2,56.99999999999999
3,6,1,6,3,3,6,2,6,6,5,4,8,2,2,5,10,15,5,8,4,3,6,7,25,22,32,20,4,9,9,6,46.0
8,3,6,7,3,6,9,6,4,4,5,4,5,2,2,10,10,20,10,7,6,8,3,7,0,25,42,20,8,9,15,4,52.0
2,6,5,3,7,6,6,8,6,9,2,5,6,8,3,2,10,12,2,5,3,2,6,4,16,15,15,22,16,15,12,6,52.0
4,5,8,3,4,6,7,5,2,7,4,5,1,6,6,7,9,16,7,3,3,4,5,2,14,14,9,20,11,15,13,2,45.0
8,6,11,2,7,6,3,5,6,3,5,10,8,4,8,7,11,18,7,4,4,8,6,9,28,25,16,27,9,25,9,6,60.0
4,2,5,7,4,6,3,6,7,1,3,7,4,6,10,4,8,12,4,8,6,4,2,7,16,20,48,13,12,21,9,7,52.0
5,7,3,2,3,3,7,6,9,4,7,6,2,6,7,7,13,20,7,4,6,5,7,2,42,16,24,16,12,16,10,9,51.0
5,2,3,2,3,5,2,4,4,4,8,8,3,5,5,3,8,11,3,6,3,5,2,7,15,16,18,18,9,16,7,4,43.5
5,3,3,3,5,3,5,1,4,1,5,5,4,1,4,7,10,17,7,1,7,5,3,7,21,18,7,13,2,14,8,4,38.5
4,7,8,5,3,7,4,3,7,8,5,4,7,6,3,7,11,18,7,6,3,4,7,2,28,18,18,28,9,10,11,7,51.5
5,6,4,9,3,6,2,4,2,2,5,0,6,4,7,6,11,17,6,4,7,5,6,5,30,25,28,17,8,10,8,2,46.0
6,7,7,3,5,2,1,11,3,2,4,2,4,4,10,7,12,19,7,2,7,6,7,2,35,18,14,17,15,17,3,3,47.0
8,6,9,6,5,7,6,7,2,8,9,5,6,6,4,11,17,28,11,2,3,8,6,8,66,28,6,32,13,14,13,2,62.0
6,4,3,4,4,7,8,7,3,3,5,3,4,4,4,1,6,7,1,5,3,6,4,2,5,16,15,15,11,11,15,3,42.5
4,4,7,2,7,10,4,5,8,6,2,5,8,6,9,6,7,13,6,4,7,4,4,6,6,16,28,23,11,21,14,8,55.50000000000001
4,4,1,3,4,7,6,8,6,7,4,7,1,4,2,5,11,16,5,3,1,4,4,3,30,14,3,13,12,13,13,6,43.0
7,2,7,6,10,5,6,10,6,3,7,3,3,4,8,5,12,17,5,8,5,7,2,6,35,21,40,20,14,21,11,6,59.0
9,4,3,4,6,5,5,3,2,4,2,5,7,5,6,5,14,19,5,9,2,9,4,1,45,18,18,16,8,17,10,2,48.0
2,2,9,4,5,4,1,4,2,5,8,4,3,4,6,4,8,12,4,10,7,2,2,5,16,13,70,25,8,15,5,2,46.5
4,2,6,4,8,3,7,4,0,1,7,4,7,4,3,3,11,14,3,8,9,4,2,7,24,17,72,21,8,15,10,0,49.5
7,7,5,3,4,3,3,11,5,5,10,4,7,2,7,3,8,11,3,12,5,7,7,3,15,20,60,27,13,15,6,5,55.50000000000001
4,9,5,4,4,8,4,6,3,3,3,7,5,6,2,5,10,15,5,5,8,4,9,4,25,21,40,16,12,13,12,3,50.0
5,8,6,5,2,5,1,3,10,5,6,6,5,9,4,4,9,13,4,1,4,5,8,2,20,20,4,22,12,12,6,10,48.0
5,3,7,3,9,7,6,3,4,2,3,6,4,5,4,6,13,19,6,5,4,5,3,4,42,15,20,16,8,19,13,4,48.5
5,2,7,3,5,4,3,6,6,4,2,3,3,4,6,3,11,14,3,5,7,5,2,4,24,14,35,16,10,14,7,6,45.0
4,8,7,12,4,6,5,4,9,8,5,7,4,3,3,5,8,13,5,6,2,4,8,2,15,26,12,24,7,14,11,9,53.5
2,2,8,3,3,4,5,4,5,3,5,5,6,4,5,6,9,15,6,1,3,2,2,8,18,15,3,22,8,13,9,5,42.5
6,5,2,9,4,7,8,3,4,8,5,5,7,5,3,6,8,14,6,6,9,6,5,5,12,25,54,22,8,12,15,4,54.50000000000001
11,6,5,3,7,6,1,4,1,1,5,10,2,6,6,7,12,19,7,5,2,11,6,2,35,22,10,13,10,23,7,1,47.5
2,3,5,3,4,5,6,6,6,3,4,2,6,12,2,6,15,21,6,4,4,2,3,9,54,17,16,18,18,8,11,6,50.5
5,1,8,3,2,7,2,7,4,3,5,3,4,4,3,9,11,20,9,7,5,5,1,5,18,14,35,20,11,8,9,4,44.5
6,4,6,4,3,7,7,8,3,6,5,6,6,3,4,7,10,17,7,4,4,6,4,3,21,17,16,23,11,13,14,3,49.5
4,4,5,8,6,7,7,5,4,2,6,3,8,5,4,2,9,11,2,6,8,4,4,8,14,24,48,21,10,13,14,4,54.50000000000001
7,7,3,4,4,4,4,4,3,6,3,6,6,4,4,4,9,13,4,4,10,7,7,4,20,22,40,18,8,14,8,3,48.0
4,4,4,5,6,10,3,3,9,8,8,7,3,8,5,3,6,9,3,4,7,4,4,2,9,15,28,23,11,18,13,9,53.0
5,5,5,6,5,7,4,4,8,5,3,3,4,4,5,8,10,18,8,2,3,5,5,8,16,24,6,17,8,13,11,8,48.0
8,1,7,5,2,5,4,11,5,7,4,3,9,1,0,3,8,11,3,4,7,8,1,8,15,22,28,27,12,5,9,5,49.5
5,6,2,4,5,8,5,8,5,8,5,2,7,4,11,5,10,15,5,4,6,5,6,5,25,20,24,22,12,18,13,5,55.00000000000001
2,4,2,8,8,4,5,4,1,2,3,5,4,4,2,4,9,13,4,2,7,2,4,8,20,22,14,11,8,15,9,1,42.0
4,10,2,7,6,3,3,0,3,6,5,3,4,4,5,2,10,12,2,4,6,4,10,5,16,26,24,17,4,14,6,3,45.0
3,6,5,5,7,6,4,6,4,5,3,10,7,6,5,3,10,13,3,5,3,3,6,4,21,18,15,20,12,22,10,4,52.0
1,7,2,7,5,7,4,5,3,3,4,7,4,4,4,6,13,19,6,3,7,1,7,4,42,19,21,13,9,16,11,3,47.0
5,8,1,6,4,0,5,5,5,5,5,7,8,2,6,3,7,10,3,3,4,5,8,6,12,25,12,19,7,17,5,5,46.0
5,3,6,1,4,4,5,3,6,7,7,6,4,10,4,2,8,10,2,9,1,5,3,3,12,12,9,24,13,14,9,6,48.0
6,4,3,8,6,4,7,7,6,5,8,10,6,2,6,5,11,16,5,5,6,6,4,5,30,23,30,22,9,22,11,6,57.49999999999999
6,7,9,9,7,7,7,1,4,5,2,8,3,4,2,4,8,12,4,5,6,6,7,1,16,23,30,19,5,17,14,4,50.5
6,2,7,7,3,4,5,5,8,5,6,7,5,3,6,5,10,15,5,7,3,6,2,5,25,20,21,23,8,16,9,8,52.0
3,2,9,6,5,2,5,4,4,9,6,7,1,4,8,9,13,22,9,6,5,3,2,7,36,18,30,25,8,20,7,4,53.0
7,4,3,8,6,8,2,9,2,4,4,4,3,5,5,10,18,28,10,4,4,7,4,5,80,24,16,14,14,15,10,2,52.5
7,6,6,6,4,2,4,7,3,5,9,12,6,5,2,5,7,12,5,4,4,7,6,6,10,25,16,26,12,18,6,3,52.5
4,7,8,7,5,5,4,5,8,5,4,7,5,6,12,2,5,7,2,3,10,4,7,7,6,25,30,22,11,24,9,8,58.5
3,5,8,6,3,6,2,12,5,5,4,5,4,7,5,4,9,13,4,10,4,3,5,0,20,14,40,21,19,13,8,5,51.5
2,2,3,3,5,8,2,6,9,6,2,5,6,1,3,5,9,14,5,7,6,2,2,4,20,11,42,17,7,13,10,9,44.5
5,7,2,7,2,7,3,9,6,6,3,4,7,2,5,7,12,19,7,7,2,5,7,5,35,24,14,18,11,11,10,6,50.5
9,5,4,6,8,4,1,5,6,7,6,5,7,11,7,1,9,10,1,5,5,9,5,2,8,22,25,24,16,20,5,6,56.00000000000001
5,4,4,8,6,4,4,8,5,2,6,1,2,3,3,8,12,20,8,4,2,5,4,1,32,18,8,14,11,10,8,5,42.0
7,6,3,7,5,9,3,8,5,3,5,2,4,10,2,2,3,5,2,8,5,7,6,3,2,23,40,15,18,9,12,5,49.0
3,6,7,3,4,6,7,3,8,4,8,6,2,5,4,4,11,15,4,5,8,3,6,5,28,17,40,21,8,14,13,8,52.5
5,4,1,1,9,6,6,5,4,5,8,5,4,4,6,2,8,10,2,6,2,5,4,7,12,17,12,18,9,20,12,4,48.0
9,5,3,7,2,5,6,5,2,9,5,4,1,8,3,4,14,18,4,3,12,9,5,6,40,27,36,18,13,9,11,2,54.50000000000001
3,5,6,6,5,5,5,4,2,7,4,5,5,6,1,9,13,22,9,7,7,3,5,5,36,19,49,22,10,11,10,2,50.5
7,5,3,5,6,6,4,5,7,3,5,6,4,9,4,8,11,19,8,9,13,7,5,7,24,24,117,15,14,16,10,7,59.5
4,2,6,5,8,3,4,4,3,5,4,4,5,7,6,3,9,12,3,5,5,4,2,2,18,13,25,20,11,18,7,3,45.5
8,4,7,6,11,6,6,6,3,7,8,5,5,7,10,6,13,19,6,5,3,8,4,5,42,23,15,27,13,26,12,3,62.5
6,5,1,8,9,9,7,8,3,2,11,5,4,7,2,4,9,13,4,6,10,6,5,5,20,24,60,18,15,16,16,3,58.5
6,5,7,2,7,9,4,1,3,0,5,6,3,7,2,6,12,18,6,8,3,6,5,8,36,21,24,15,8,15,13,3,49.0
6,1,0,1,6,3,7,3,5,10,7,3,5,4,1,10,14,24,10,4,3,6,1,3,40,11,12,22,7,10,10,5,43.0
5,2,3,5,2,6,6,3,3,5,11,7,2,2,2,6,12,18,6,4,2,5,2,10,36,22,8,21,5,11,12,3,46.0
6,5,3,6,3,2,6,2,8,6,6,5,7,9,4,8,10,18,8,6,5,6,5,5,16,22,30,22,11,12,8,8,52.0
5,5,6,4,12,11,6,6,6,6,7,3,7,6,4,5,10,15,5,5,8,5,5,4,25,18,40,26,12,19,17,6,60.5
3,6,9,5,8,6,4,6,2,3,8,6,1,4,7,5,9,14,5,6,5,3,6,8,20,22,30,21,10,21,10,2,53.0
5,7,6,7,8,7,7,4,6,3,9,4,5,5,2,8,14,22,8,7,3,5,7,6,48,25,21,23,9,14,14,6,57.49999999999999
8,5,4,9,4,2,3,6,3,4,6,3,3,4,6,4,8,12,4,7,5,8,5,9,16,31,35,17,10,13,5,3,49.5
8,4,3,6,4,2,7,3,5,8,9,2,7,5,2,4,12,16,4,8,9,8,4,5,32,23,72,27,8,8,9,5,54.50000000000001
3,2,4,5,6,8,4,5,7,3,5,8,3,8,5,6,12,18,6,4,5,3,2,4,36,14,20,15,13,19,12,7,50.5
5,2,2,10,8,4,6,4,8,8,9,4,9,2,5,6,11,17,6,5,9,5,2,7,30,24,45,28,6,17,10,8,59.0
4,3,8,6,4,6,5,1,3,5,3,5,2,6,4,4,7,11,4,3,2,4,3,4,12,17,6,18,7,13,11,3,40.5
7,5,3,5,5,1,4,6,5,11,3,4,6,7,5,4,8,12,4,2,6,7,5,3,16,20,12,23,13,14,5,5,48.0
5,1,6,0,9,6,1,5,2,5,4,4,5,3,4,7,12,19,7,4,7,5,1,5,35,11,28,20,8,17,7,2,44.0
4,5,3,7,9,3,9,6,4,6,10,5,2,8,4,2,7,9,2,7,1,4,5,6,10,22,7,21,14,18,12,4,53.0
3,4,4,2,3,5,3,3,5,9,3,6,3,2,8,7,17,24,7,8,6,3,4,3,70,12,48,19,5,17,8,5,48.5
7,4,5,4,2,4,5,6,7,7,4,4,10,8,7,3,6,9,3,3,3,7,4,7,9,22,9,26,14,13,9,7,51.5
5,4,4,5,2,2,8,8,3,4,5,7,4,6,5,3,9,12,3,3,7,5,4,4,18,18,21,17,14,14,10,3,47.5
6,5,4,2,4,7,5,3,8,5,5,8,4,9,4,5,11,16,5,1,9,6,5,7,30,20,9,18,12,16,12,8,53.5
5,5,6,4,8,10,10,2,6,7,4,8,3,4,4,8,13,21,8,3,4,5,5,8,40,22,12,20,6,20,20,6,56.99999999999999
4,3,5,5,1,6,4,5,7,5,7,6,0,10,5,3,9,12,3,10,10,4,3,0,18,12,100,17,15,12,10,7,51.0
3,6,8,2,4,5,3,1,3,3,7,3,5,3,2,5,14,19,5,4,1,3,6,3,45,14,4,23,4,9,8,3,40.0
5,7,4,2,5,10,6,4,3,7,1,6,2,5,5,7,9,16,7,2,5,5,7,9,14,23,10,14,9,16,16,3,48.5
6,9,8,6,5,11,7,5,3,3,4,4,2,3,4,5,10,15,5,9,3,6,9,5,25,26,27,17,8,13,18,3,53.5
2,7,5,7,7,2,4,5,6,1,9,4,10,9,6,9,14,23,9,5,5,2,7,6,45,22,25,25,14,17,6,6,56.99999999999999
6,5,2,6,4,3,2,3,3,2,5,7,3,5,5,14,16,30,14,9,2,6,5,1,28,18,18,12,8,16,5,3,44.5
5,6,10,4,7,1,3,7,9,7,2,4,6,5,6,4,11,15,4,3,4,5,6,7,28,22,12,25,12,17,4,9,53.5
5,4,5,7,3,6,3,8,2,6,8,6,3,6,5,5,12,17,5,4,4,5,4,6,35,22,16,22,14,14,9,2,51.5
4,4,5,4,3,8,5,0,8,3,1,6,2,6,6,11,13,24,11,10,4,4,4,4,22,16,40,11,6,15,13,8,48.0
5,3,6,8,7,4,3,1,2,8,4,3,3,4,4,3,7,10,3,4,4,5,3,5,12,21,16,21,5,14,7,2,42.5
5,7,10,7,2,4,1,4,5,5,4,6,4,4,5,5,9,14,5,9,13,5,7,3,20,22,117,23,8,13,5,5,53.5
3,1,9,5,5,2,10,5,8,6,6,4,3,3,6,7,17,24,7,5,3,3,1,1,70,10,15,24,8,15,12,8,51.0
5,6,5,5,5,1,5,5,4,6,6,5,4,4,5,6,14,20,6,6,4,5,6,4,48,20,24,21,9,15,6,4,49.5
4,7,1,7,4,8,3,3,7,2,3,1,4,4,6,4,7,11,4,4,5,4,7,5,12,23,20,10,7,11,11,7,42.5
3,5,1,5,7,2,5,3,3,3,5,6,5,6,5,8,14,22,8,7,9,3,5,8,48,21,63,14,9,18,7,3,51.0
2,7,2,3,7,6,7,3,10,3,2,4,8,4,7,12,16,28,12,2,7,2,7,5,48,17,14,15,7,18,13,10,52.5
9,5,2,2,6,5,5,7,3,6,9,3,5,6,8,7,11,18,7,7,4,9,5,2,28,18,28,22,13,17,10,3,52.5
9,1,4,4,6,6,6,3,4,7,4,3,7,8,8,5,16,21,5,7,4,9,1,3,55,17,28,22,11,17,12,4,55.00000000000001
6,5,3,3,5,6,4,2,7,5,4,6,3,5,5,3,6,9,3,7,9,6,5,1,9,15,63,15,7,16,10,7,46.0
6,4,3,3,6,7,6,4,3,7,6,2,2,8,6,5,9,14,5,3,4,6,4,3,20,16,12,18,12,14,13,3,46.0
4,4,3,8,7,5,4,2,2,6,4,2,1,9,4,4,10,14,4,2,9,4,4,9,24,25,18,14,11,13,9,2,47.5
7,3,6,1,7,4,2,8,10,4,5,6,4,6,8,4,8,12,4,10,6,7,3,7,16,18,60,19,14,21,6,10,56.00000000000001
3,8,3,8,3,7,3,4,7,5,7,4,10,7,2,5,8,13,5,4,7,3,8,9,15,28,28,25,11,9,10,7,54.50000000000001
9,6,7,8,4,4,4,2,3,6,4,6,3,3,8,0,6,6,0,4,5,9,6,4,0,27,20,20,5,18,8,3,48.0
5,7,3,4,5,5,4,4,5,9,5,5,3,5,7,7,12,19,7,6,6,5,7,9,35,25,36,20,9,17,9,5,54.50000000000001
5,2,4,7,3,6,8,3,4,5,7,3,3,1,5,3,11,14,3,6,3,5,2,7,24,21,18,19,4,11,14,4,46.5
2,4,4,5,5,9,3,5,8,3,2,5,1,2,5,10,18,28,10,3,5,2,4,6,80,17,15,10,7,15,12,8,47.5
6,9,5,3,4,3,2,10,2,3,5,6,4,10,5,6,12,18,6,4,2,6,9,1,36,19,8,17,20,15,5,2,48.0
6,4,3,8,4,4,7,4,10,3,5,8,8,7,5,5,15,20,5,4,3,6,4,4,50,22,12,19,11,17,11,10,56.00000000000001
3,7,6,3,5,4,7,3,3,8,5,6,4,10,4,4,8,12,4,6,2,3,7,11,16,24,12,23,13,15,11,3,52.5
8,5,4,4,5,2,8,7,1,6,4,4,2,5,5,2,4,6,2,4,6,8,5,10,4,27,24,16,12,14,10,1,47.0
2,7,6,3,7,4,8,5,4,5,7,7,8,2,3,13,18,31,13,8,7,2,7,5,65,17,56,26,7,17,12,4,57.99999999999999
5,4,4,4,3,3,3,7,3,1,5,4,5,5,3,8,14,22,8,6,5,5,4,5,48,18,30,15,12,10,6,3,44.5
2,6,4,4,10,3,3,5,8,4,4,7,4,5,3,3,7,10,3,3,2,2,6,1,12,13,6,16,10,20,6,8,42.5
6,7,6,5,4,6,8,7,8,2,2,4,1,5,5,5,6,11,5,3,7,6,7,5,5,23,21,11,12,13,14,8,48.5
7,4,2,3,3,4,4,6,5,6,5,5,4,4,3,5,13,18,5,5,6,7,4,9,40,23,30,17,10,11,8,5,49.0
7,4,2,4,5,5,2,1,5,7,3,5,7,8,2,8,14,22,8,9,3,7,4,8,48,23,27,19,9,12,7,5,50.5
2,8,3,2,2,3,4,4,8,5,2,5,6,6,10,4,13,17,4,1,3,2,8,3,36,15,3,16,10,17,7,8,45.0
6,1,4,4,5,6,7,2,2,4,2,2,6,1,4,3,6,9,3,4,7,6,1,6,9,17,28,16,3,11,13,2,39.5
6,7,7,10,5,3,6,4,3,6,8,5,5,3,5,6,7,13,6,6,3,6,7,4,6,27,18,26,7,15,9,3,51.5
7,6,3,3,9,5,3,4,5,7,3,3,8,10,6,2,4,6,2,9,6,7,6,5,4,21,54,21,14,18,8,5,53.0
3,8,2,2,9,6,3,2,9,3,3,4,4,4,5,4,12,16,4,2,3,3,8,7,32,20,6,12,6,18,9,9,45.5
8,4,6,7,7,2,5,4,5,5,11,6,9,4,4,7,12,19,7,4,4,8,4,3,35,22,16,31,8,17,7,5,55.00000000000001
5,4,5,3,5,3,5,9,7,6,6,3,8,6,3,2,5,7,2,3,7,5,4,4,6,16,21,25,15,11,8,7,48.5
1,7,4,3,6,8,9,4,2,2,4,1,8,6,3,4,10,14,4,4,3,1,7,3,24,14,12,18,10,10,17,2,44.0
7,4,6,4,6,3,7,4,5,5,6,11,6,6,3,3,7,10,3,5,7,7,4,6,12,21,35,23,10,20,10,5,54.0
7,5,4,10,15,2,5,4,6,1,2,5,6,7,6,5,9,14,5,10,4,7,5,5,20,27,40,13,11,26,7,6,56.49999999999999
7,2,5,3,4,2,5,6,5,5,4,2,5,7,2,5,8,13,5,4,9,7,2,3,15,15,36,19,13,8,7,5,44.0
4,6,4,7,5,2,6,6,8,6,6,3,7,1,10,7,12,19,7,6,5,4,6,5,35,22,30,23,7,18,8,8,54.50000000000001
5,6,7,6,6,6,3,5,7,4,5,6,4,3,8,5,9,14,5,1,2,5,6,4,20,21,2,20,8,20,9,7,48.5
7,4,5,9,6,6,9,3,2,5,6,8,5,3,7,2,5,7,2,5,10,7,4,4,6,24,50,21,6,21,15,2,54.50000000000001
6,2,2,4,6,4,7,4,4,4,8,4,3,5,11,6,13,19,6,6,0,6,2,5,42,17,0,17,9,21,11,4,49.0
0,3,8,3,4,3,4,7,3,7,4,3,8,3,4,4,7,11,4,4,9,0,3,4,12,10,36,27,10,11,7,3,44.0
3,4,7,6,1,3,4,3,6,8,6,3,3,4,5,4,7,11,4,5,7,3,4,2,12,15,35,24,7,9,7,6,43.5
3,4,7,4,4,5,7,3,4,3,7,5,2,6,3,3,6,9,3,6,4,3,4,5,9,16,24,19,9,12,12,4,44.0
5,7,7,4,7,8,3,5,3,4,6,1,6,5,3,5,9,14,5,6,12,5,7,8,20,24,72,23,10,11,11,3,54.50000000000001
1,3,5,9,2,2,4,3,5,4,5,4,5,6,9,7,9,16,7,2,4,1,3,13,14,26,8,19,9,15,6,5,47.5
6,6,3,4,3,3,4,6,7,4,7,7,6,2,9,10,14,24,10,0,2,6,6,4,40,20,0,20,8,19,7,7,48.5
4,4,6,6,3,3,7,5,4,4,4,2,8,4,2,3,11,14,3,4,7,4,4,3,24,17,28,22,9,7,10,4,45.5
3,2,5,6,8,6,6,4,9,6,4,5,7,6,2,3,8,11,3,3,6,3,2,5,15,16,18,22,10,15,12,9,50.5
6,9,4,8,4,4,2,3,9,7,3,7,5,7,2,3,12,15,3,6,4,6,9,3,27,26,24,19,10,13,6,9,52.5
5,3,4,5,5,6,2,3,5,5,4,8,3,3,6,5,8,13,5,5,5,5,3,5,15,18,25,16,6,19,8,5,45.0
9,6,3,3,4,3,4,3,6,5,4,2,6,5,5,7,8,15,7,6,6,9,6,8,7,26,36,18,8,11,7,6,48.0
7,2,8,9,4,3,4,5,4,6,5,6,5,2,2,8,12,20,8,3,6,7,2,7,32,25,18,24,7,12,7,4,50.0
5,5,5,7,7,6,5,6,9,4,2,9,5,7,1,3,8,11,3,4,4,5,5,4,15,21,16,16,13,17,11,9,51.5
5,3,2,3,4,5,6,3,5,7,1,5,5,6,5,6,15,21,6,6,6,5,3,7,54,18,36,15,9,14,11,5,49.5
7,5,8,5,7,6,4,7,7,7,7,8,1,6,5,3,9,12,3,7,4,7,5,9,18,26,28,23,13,20,10,7,59.5
4,7,6,5,2,4,3,5,7,5,3,4,4,4,6,6,8,14,6,10,5,4,7,7,12,23,50,18,9,12,7,7,49.5
5,4,2,5,4,3,3,5,6,3,5,2,5,5,3,8,13,21,8,5,5,5,4,3,40,17,25,15,10,9,6,6,43.0
4,7,7,7,5,6,7,5,2,3,4,0,2,11,3,2,5,7,2,7,1,4,7,5,6,23,7,16,16,8,13,2,45.5
4,10,6,8,9,6,5,10,6,5,4,6,5,4,5,2,4,6,2,5,3,4,10,6,4,28,15,20,14,20,11,6,55.50000000000001
4,3,1,6,2,4,9,3,2,7,6,7,8,9,6,5,12,17,5,2,2,4,3,6,35,19,4,22,12,15,13,2,49.5
3,6,4,8,4,3,7,3,8,3,5,5,1,2,5,4,12,16,4,8,6,3,6,4,32,21,48,13,5,14,10,8,48.5
8,4,6,7,4,4,5,2,5,4,4,8,4,5,11,3,6,9,3,3,5,8,4,6,9,25,15,18,7,23,9,5,50.5
7,9,4,6,10,7,4,8,3,6,6,5,3,8,8,3,9,12,3,6,5,7,9,10,18,32,30,19,16,23,11,3,62.0
6,8,5,4,6,6,6,6,6,4,4,10,4,1,2,3,6,9,3,6,2,6,8,7,9,25,12,17,7,18,12,6,49.5
5,4,6,4,4,2,4,8,3,5,6,8,3,1,2,9,10,19,9,9,3,5,4,5,9,18,27,20,9,14,6,3,46.0
4,5,3,7,5,8,7,6,7,9,5,5,3,12,3,6,8,14,6,6,2,4,5,4,12,20,12,20,18,13,15,7,54.50000000000001
7,6,7,9,6,7,6,8,4,10,4,5,2,5,5,4,7,11,4,7,1,7,6,3,12,25,7,23,13,16,13,4,54.50000000000001
5,8,5,4,4,8,1,2,5,4,6,2,3,5,3,3,11,14,3,4,4,5,8,3,24,20,16,18,7,9,9,5,43.5
7,5,5,7,3,4,2,8,8,7,6,9,3,7,4,5,12,17,5,4,9,7,5,5,35,24,36,21,15,16,6,8,57.49999999999999
4,9,3,5,7,3,10,5,5,4,3,3,8,8,11,4,10,14,4,5,7,4,9,5,24,23,35,18,13,21,13,5,57.49999999999999
4,4,4,2,5,5,3,5,11,11,5,1,4,6,5,12,14,26,12,6,8,4,4,5,24,15,48,24,11,11,8,11,54.0
3,5,5,4,5,5,4,3,10,3,8,8,2,8,3,4,8,12,4,10,6,3,5,3,16,15,60,18,11,16,9,10,51.5
3,5,3,9,5,4,5,5,2,3,4,5,3,5,4,7,12,19,7,4,8,3,5,4,35,21,32,13,10,14,9,2,46.5
5,7,6,9,6,6,6,6,4,6,6,6,4,3,5,2,11,13,2,3,11,5,7,6,18,27,33,22,9,17,12,4,57.99999999999999
1,4,2,4,4,2,6,6,2,4,3,4,6,2,3,3,6,9,3,11,4,1,4,9,9,18,44,15,8,11,8,2,41.5
6,5,4,5,7,4,7,5,9,4,5,6,5,5,2,5,9,14,5,3,8,6,5,6,20,22,24,18,10,15,11,9,52.5
5,8,6,7,4,7,7,6,5,2,3,6,4,4,1,8,17,25,8,8,4,5,8,6,72,26,32,15,10,11,14,5,55.00000000000001
2,10,3,2,8,6,3,7,5,6,7,2,6,3,0,3,10,13,3,5,6,2,10,6,21,20,30,22,10,10,9,5,48.5
6,2,9,1,8,6,6,4,2,6,3,4,5,4,7,5,9,14,5,4,4,6,2,6,20,15,16,23,8,19,12,2,48.0
2,6,3,1,4,7,3,5,2,3,3,6,2,7,6,5,13,18,5,5,8,2,6,10,40,19,40,11,12,16,10,2,48.0
4,5,4,4,4,6,5,5,8,8,7,3,4,6,6,5,8,13,5,6,3,4,5,4,15,17,18,23,11,13,11,8,50.0
11,5,6,4,5,4,6,5,8,3,5,4,7,5,4,1,4,5,1,5,7,11,5,6,3,26,35,21,10,13,10,8,52.0
5,6,5,5,8,2,7,5,5,6,4,6,5,3,3,6,9,15,6,2,5,5,6,5,18,21,10,20,8,17,9,5,48.0
4,3,5,0,5,7,7,6,6,4,6,4,8,4,6,5,10,15,5,4,5,4,3,3,25,10,20,23,10,15,14,6,48.5
2,7,8,3,4,3,8,5,2,8,5,2,3,5,4,4,10,14,4,3,6,2,7,3,24,15,18,24,10,10,11,2,45.5
4,5,7,9,6,7,3,2,6,4,7,10,4,7,2,9,13,22,9,4,7,4,5,5,36,23,28,22,9,18,10,6,56.00000000000001
4,2,6,4,4,6,3,3,3,7,5,5,5,5,5,3,6,9,3,5,6,4,2,3,9,13,30,23,8,14,9,3,43.5
5,3,3,3,6,1,6,8,5,5,3,1,6,2,3,3,9,12,3,10,14,5,3,2,18,13,140,17,10,10,7,5,47.5
